Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition
Daihatsu,Hijet,2012,134000,1695000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2018,87000,4000000,Petrol,Sindh,Original,Local,Manual,Used
Honda,City IVTEC,2021,22000,4300000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Cuore,2009,200000,1100000,Petrol,Faisalabad,Original,Local,Automatic,Used
Suzuki,Baleno,2003,208000,800000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Hijet,2013,123456,1450000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2010,95293,830000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2014,91000,3270000,Petrol,Punjab,Original,Local,Automatic,Used
Toyota,Passo,2017,63000,3200000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IDSI,2007,150000,1270000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2010,126415,1320000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Classic,2000,12345,625000,Petrol,Lahore,Original,Imported,Manual,Used
KIA,Picanto,2020,37500,2600000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2017,18000,1265000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,111000,4350000,Petrol,Wazirabad,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2012,9999,775000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2019,60000,3875000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Every,2003,95000,875000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2018,62000,1350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2009,182000,2195000,Petrol,Islamabad,Original,Imported,Manual,Used
Toyota,Corolla XLI,2003,1000,1650000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Mira,2006,99000,1550000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2008,100000,940000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2010,100000,750000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2018,80100,2380000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Bolan,2015,100000,900000,Petrol,Gujranwala,Original,Local,Manual,Used
Hyundai,Santro,2005,86000,949999,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Cuore,2003,120000,690000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2009,200000,1300000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,165000,2050000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Bolan,2020,120000,1650000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,Civic Oriel,2016,98000,4495000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Every,2013,99885,1650000,Petrol,Rawalpindi,Original,Imported,Automatic,Used
Toyota,Altis Grande,2016,113000,4170000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corolla GLI,2009,171000,2500000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2014,77700,1425000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2009,145000,2400000,Petrol,Faisalabad,Original,Local,Automatic,Used
Toyota,Corolla GLI,2004,140000,1750000,Petrol,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2006,65500,847000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2016,157000,3650000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2020,170000,1850000,Petrol,Punjab,Original,Imported,Automatic,Used
Mitsubishi,Pajero Mini,2006,123456,820000,Petrol,Sindh,Original,Imported,Manual,Used
KIA,Picanto,2022,22000,3300000,Petrol,Hyderabad,Original,Local,Automatic,Used
Mitsubishi,Ek Wagon,2019,130000,2360000,Petrol,Lahore,Original,Imported,Automatic,Used
Hyundai,Santro,2007,100000,975000,Petrol,Multan,Original,Local,Manual,Used
Suzuki,Swift,2016,89000,2150000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Vario,2017,10000,3100000,Petrol,Multan,Original,Local,Manual,Used
Toyota,Passo,2012,86000,1820000,Petrol,Hyderabad,Original,Imported,Automatic,Used
Toyota,Yaris,2021,18500,4050000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Bolan,2019,93334,1750000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2015,65000,600000,Petrol,Karachi,Duplicate,Imported,Automatic,Used
Honda,Civic Prosmetic,2005,212000,1475000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2008,186400,650000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2013,85000,2785000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2017,93000,2650000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2007,82820,700000,CNG,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2021,19053,4375000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IDSI,2019,83000,3500000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2013,96000,2825000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Yaris,2022,7000,4190000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Cuore,2007,145000,750000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corolla GLI,2019,65000,4550000,Petrol,Islamabad,Original,Local,Automatic,Used
Toyota,Corolla GLI,2009,250000,2250000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2022,40000,2650000,Petrol,Punjab,Original,Local,Automatic,Used
Daihatsu,Cuore,2007,99800,820000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2008,30000,750000,Petrol,Karachi,Original,Imported,Manual,Used
Daihatsu,Cuore,2010,164000,1149000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2012,163000,1500000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2007,100000,560000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2018,75000,3270000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2006,150000,2300000,Petrol,Lahore,Original,Imported,Manual,Used
Mitsubishi,Lancer,2007,96000,1890000,Petrol,Lahore,Original,Imported,Automatic,Used
KIA,Picanto,2022,3500,3150000,Petrol,Punjab,Original,Local,Automatic,Used
Honda,City IVTEC,2010,74500,2350000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,300000,2250000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IDSI,2006,167000,1620000,Petrol,Lahore,Original,Local,Manual,Used
FAW,V2,2014,181000,1350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2016,116000,4550000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2003,123456,625000,Petrol,Sindh,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2017,85000,4200000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2012,96500,1700000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2016,90000,2800000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corolla GLI,2015,120000,3700000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Cuore,2009,105000,1020000,Petrol,Sindh,Original,Imported,Automatic,Used
Suzuki,Every,2003,185000,1230000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2008,86000,925000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2013,100000,2450000,Petrol,Sahiwal,Original,Local,Manual,Used
Toyota,Corolla GLI,2014,110000,3150000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2010,135000,2045000,Petrol,Sindh,Original,Local,Manual,Used
Hyundai,Santro,2004,194000,1050000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2005,135000,690000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2018,54000,3350000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2016,88000,2800000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Cuore,2010,123456,995000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Bolan,2007,10000,750000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2016,95000,2975000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2018,200000,1255000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2004,175000,1550000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2004,12345,880000,Petrol,Faisalabad,Original,Local,Automatic,Used
Suzuki,Wagon R,2018,18000,2625000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Passo,2014,100000,2500000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Baleno,2003,10000,850000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2005,1234,895000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2006,81000,1550000,Petrol,Multan,Original,Imported,Automatic,Used
Suzuki,Swift,2018,40327,2500000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Classic,2004,88000,380000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City Vario,2007,200000,1700000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Mira,2013,107000,2040000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2018,60000,1320000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2017,79000,3400000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2007,100000,695000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Prosmetic,2008,110000,1750000,Petrol,Sindh,Original,Local,Automatic,Used
Hyundai,Santro,2007,150000,975000,Petrol,Faisalabad,Original,Local,Manual,Used
Daihatsu,Move,2018,28000,2930000,Petrol,Punjab,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2015,87000,1175000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2008,333000,1800000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Hijet,2013,136500,1200000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Hijet,2012,6356,1450000,Petrol,Karachi,Original,Imported,Automatic,Used
Mitsubishi,Lancer,2007,196000,1890000,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Passo,2013,106000,2450000,Petrol,Karachi,Original,Imported,Automatic,Used
Mitsubishi,Minica,2011,100000,940000,Petrol,Karachi,Original,Imported,Automatic,Used
Changan,Karvaan,2021,21000,2500000,Petrol,Karachi,Original,Local,Manual,Used
FAW,X-PV,2016,200000,915000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2013,121000,1180000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Swift,2010,77000,1800000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Baleno,2004,129000,800000,Petrol,Sindh,Original,Imported,Manual,Used
Daihatsu,Move,2012,54000,1750000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2022,12500,2475000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Baleno,2005,222222,1050000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2006,100000,1250000,Petrol,Sindh,Original,Imported,Automatic,Used
Honda,City IDSI,2007,1234,1565000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Ravi,2022,2700,1850000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Cultus VXR,2009,100000,850000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Hijet,2006,10000,1100000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2015,94000,3925000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2005,100000,800000,Petrol,Faisalabad,Original,Local,Manual,Used
Suzuki,Wagon R,2018,1230,1660000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2009,125000,2200000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Cuore,2011,100000,1190000,Petrol,Faisalabad,Original,Imported,Manual,Used
Honda,City IVTEC,2019,112000,3890000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Swift,2012,180000,1900000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2018,75000,2850000,Petrol,Unregistered,Original,Imported,Automatic,Used
Daihatsu,Mira,2016,46000,2800000,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2005,195000,2005000,Petrol,Sindh,Original,Local,Automatic,Used
Suzuki,Baleno,2001,1111,650000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Swift,2018,50000,2300000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,295000,2360000,CNG,Lahore,Original,Local,Manual,Used
KIA,Picanto,2021,30000,3600000,Petrol,Punjab,Original,Local,Automatic,Used
Honda,City IDSI,2005,166000,1550000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Mira,2011,84000,1900000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IDSI,2007,195000,1485000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2016,93000,1425000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Bolan,2011,75000,765000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Prosmetic,2013,185000,3275000,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2012,120000,2450000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2019,75000,2175000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2001,14000,700000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Corolla XLI,2012,90000,2350000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2016,92500,2390000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Wagon R,2014,100000,1980000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Passo,2010,92000,2300000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2023,1234,4550000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Every,2004,35000,975000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IDSI,2008,110000,1950000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2017,100000,2999000,Petrol,Punjab,Original,Imported,Automatic,Used
Honda,City IVTEC,2015,121000,2900000,Petrol,Islamabad,Original,Local,Manual,Used
KIA,Spectra,2003,150000,790000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Swift,2016,82000,2350000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Bolan,2006,99999,740000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2008,97000,1250000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2021,23000,2385000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Alto,2022,24000,2500000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Baleno,2002,171000,980000,Petrol,Sahiwal,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,125000,4300000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IDSI,2002,200000,850000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2021,20000,3590000,Petrol,Unregistered,Original,Imported,Automatic,Used
KIA,Classic,2001,100000,495000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Every,2023,179000,2990000,Petrol,Unregistered,Original,Imported,Automatic,Used
Suzuki,Wagon R,2016,99999,1870000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Spectra,2002,1245,775000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2004,110000,725000,Petrol,Sialkot,Original,Local,Manual,Used
Suzuki,Wagon R,2022,32871,2800000,Petrol,Gujrat,Original,Local,Manual,Used
Suzuki,Bolan,2006,10000,700000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Cuore,2011,70000,900000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City Aspire,2015,94580,2625000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2018,60000,1460000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2016,95000,3350000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2011,1000,750000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2017,74000,2790000,Petrol,Sindh,Original,Local,Manual,Used
KIA,Classic,2000,12345,380000,Petrol,Gujranwala,Original,Local,Manual,Used
Suzuki,Swift,2018,40000,2650000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Terios Kid,2001,120000,1570000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2020,58000,3920000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Bolan,2015,75000,895000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Ravi,2021,50000,1650000,Petrol,Abbottabad,Original,Local,Manual,Used
Daihatsu,Mira,2013,85000,1895000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2010,150000,790000,CNG,Karachi,Original,Local,Manual,Used
Suzuki,Every,2006,200000,1280000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2004,55000,395000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corolla GLI,2015,116000,3050000,Petrol,Sindh,Original,Imported,Manual,Used
Honda,City Vario,2006,74586,1745000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Every,2013,80000,1800000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2021,24000,4050000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IVTEC,2015,96000,2800000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2004,175281,800000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2004,10000,420000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corrolla Altis,2005,96263,1650000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2017,85098,2200000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2008,1234,2300000,Petrol,Lahore,Duplicate,Imported,Automatic,Used
Honda,City IDSI,2006,250000,1670000,Petrol,Sindh,Original,Imported,Automatic,Used
Toyota,Passo,2005,115300,1195000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Mira,2012,200000,1150000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Baleno,2004,12345,1200000,Petrol,Rawalpindi,Original,Imported,Manual,Used
Toyota,Corolla XLI,2004,295000,1625000,CNG,Lahore,Original,Local,Manual,Used
Daihatsu,Move,2016,90000,3075000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Wagon R,2015,68000,1840000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2004,170000,745000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2008,123456,770000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corolla GLI,2005,200000,1450000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2018,52000,3590000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Spectra,2002,200000,650000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Mira,2013,90000,2000000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2016,64000,1545000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Alsvin,2021,56000,3250000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Terios Kid,2011,150000,3650000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2015,95000,1450000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2019,62000,2300000,Petrol,Multan,Original,Local,Manual,Used
Honda,Civic Prosmetic,2014,115000,2720000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Bolan,2017,19000,1400000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2021,50500,4165000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2005,160000,995000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2008,97000,650000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Minica,2010,300000,1250000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Swift,2022,6500,4350000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2016,94000,3650000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2004,75000,1500000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Cuore,2001,115000,800000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Terios Kid,2015,12345,2275000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Swift,2015,115000,2325000,Petrol,Karachi,Original,Local,Automatic,Used
Changan,Karvaan,2021,65000,2700000,Petrol,Sindh,Original,Imported,Manual,Used
Honda,City Aspire,2016,78000,3375000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2009,125000,1930000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2020,41500,3600000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Hijet,2011,1234,1450000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2018,90000,2570000,Petrol,Islamabad,Original,Local,Automatic,Used
Toyota,Corolla GLI,2017,131200,3790000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Swift,2011,151000,1600000,Petrol,Multan,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,180000,1650000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2014,90000,1465000,Petrol,Multan,Original,Local,Manual,Used
Toyota,Corolla GLI,2017,81000,3575000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2018,23500,4300000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Swift,2012,115000,1700000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2018,48000,3325000,Petrol,Punjab,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2015,82000,3050000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2017,83600,3900000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2006,98000,930000,Petrol,Rawalpindi,Original,Local,Manual,Used
Suzuki,Swift,2014,80000,2399000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2019,27522,1320000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Mira,2020,5000,3450000,Petrol,Unregistered,Original,Imported,Automatic,Used
Toyota,Passo,2009,12000,1900000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2010,12345,2090000,CNG,Sindh,Original,Local,Manual,Used
